CD4-positive; alpha-beta T cell male adult 37 years treated with 7.5 ?g/kg G-CSF for 4 days	blood
CD4-positive; alpha-beta T cell male adult 38 years	blood
CD4-positive; alpha-beta T cell male adult 42 years	blood
CD4-positive; alpha-beta T cell treated with phorbol 13-acetate 12-myristate ; ionomycin	bodily fluid
CD4-positive; CD25-positive; alpha-beta regulatory T cell donor ENCDO194EHQ	bodily fluid
CD4-positive; CD25-positive; alpha-beta regulatory T cell donor ENCDO258PRN	bodily fluid
CD4-positive; CD25-positive; alpha-beta regulatory T cell donor ENCDO836ICQ	bodily fluid
CD4-positive; CD25-positive; alpha-beta regulatory T cell originated from CD4-positive; CD25-positive; alpha-beta regulatory T cell donor ENCDO922TOC	bodily fluid
CD4-positive; CD25-positive; alpha-beta regulatory T cell originated from CD4-positive; CD25-positive; alpha-beta regulatory T cell donor ENCDO976NED	bodily fluid
CD4-positive naive resting alpha-beta T cell female adult 25 years	blood
CD4-positive naive resting alpha-beta T cell male adult 24 years	blood
CD4-positive naive resting alpha-beta T cell male adult 38 years treated with anti-CD3 and anti-CD28 coated beads for 16 hours; 50 U/mL Interleukin-2 for 16 hours	blood
CD4-positive naive resting alpha-beta T cell male adult 42 years treated with 50 U/mL Interleukin-2 for 16 hours	blood
CD4-positive naive resting alpha-beta T cell male adult 42 years treated with anti-CD3 and anti-CD28 coated beads for 16 hours; 50 U/mL Interleukin-2 for 16 hours	blood
CD4-positive naive resting alpha-beta T cell male adult 43 years	bodily fluid
CD8-positive; alpha-beta memory T cell donor ENCDO258PRN	bodily fluid
CD8-positive; alpha-beta memory T cell donor ENCDO553CCA	bodily fluid
CD8-positive; alpha-beta memory T cell donor ENCDO688UWB	bodily fluid
CD8-positive; alpha-beta memory T cell donor ENCDO836ICQ	bodily fluid
CD8-positive; alpha-beta memory T cell donor ENCDO922CEJ	bodily fluid
CD8-positive; alpha-beta memory T cell male adult 24 years	blood
CD8-positive; alpha-beta memory T cell male adult 30 years donor ENCDO166AGR	blood
CD8-positive; alpha-beta memory T cell male adult 30 years donor ENCDO739OLY	blood
CD8-positive; alpha-beta memory T cell originated from CD8-positive; alpha-beta memory T cell donor ENCDO187BUH	bodily fluid
CD8-positive; alpha-beta memory T cell originated from CD8-positive; alpha-beta memory T cell donor ENCDO922TOC	bodily fluid
CD8-positive; alpha-beta memory T cell originated from CD8-positive; alpha-beta memory T cell donor ENCDO976NED	bodily fluid
CD8-positive; alpha-beta T cell	bodily fluid
CD8-positive; alpha-beta T cell female adult 33 years donor ENCDO299FMV	blood
CD8-positive; alpha-beta T cell female adult 33 years donor ENCDO412QUR	blood
CD8-positive; alpha-beta T cell female adult 34 years	blood
CD8-positive; alpha-beta T cell male adult 21 years donor ENCDO123NFT	bodily fluid
CD8-positive; alpha-beta T cell male adult 21 years donor ENCDO190HXC	bodily fluid
CD8-positive; alpha-beta T cell male adult 21 years donor ENCDO781BMZ	blood
CD8-positive; alpha-beta T cell male adult 21 years treated with 7.5 ?g/kg G-CSF for 4 days	blood
CD8-positive; alpha-beta T cell male adult 28 years	bodily fluid
CD8-positive; alpha-beta T cell male adult 37 years	blood
CD8-positive; alpha-beta T cell male adult 38 years	blood
CD8-positive; alpha-beta T cell male adult 42 years	blood
CD8-positive naive resting alpha-beta T cell male adult 24 years	blood
CD8-positive naive resting alpha-beta T cell male adult 30 years donor ENCDO166AGR	blood
CD8-positive naive resting alpha-beta T cell male adult 30 years donor ENCDO739OLY	blood
CD8-positive naive resting alpha-beta T cell male adult 42 years treated with anti-CD3 and anti-CD28 coated beads for 16 hours; 50 U/mL Interleukin-2 for 16 hours	blood
CD8-positive naive resting alpha-beta T cell male adult 56 years	blood
central memory CD4-positive; alpha-beta T cell male adult 38 years	blood
central memory CD4-positive; alpha-beta T cell male adult 42 years	blood
cerebellar cortex tissue male adult 78 years and male adult 84 years	brain
cerebellum tissue male adult 27 years and male adult 35 years	brain
cerebellum tissue male adult 53 years	brain
chorion tissue	extraembryonic component
chorion tissue female embryo 40 weeks	extraembryonic component
chorion tissue male embryo 16 weeks	extraembryonic component
chorionic villus tissue embryo 16 weeks	extraembryonic component
chorionic villus tissue female embryo 40 weeks	extraembryonic component
chorionic villus tissue male embryo 16 weeks	extraembryonic component
chorionic villus tissue male embryo 38 weeks	extraembryonic component
choroid plexus epithelial cell	vasculature
cingulate gyrus tissue female adult 75 years	brain
cingulate gyrus tissue male adult 81 years	brain
CMK	blood
COLO829	connective tissue
colonic mucosa tissue female adult 56 years	intestine
colonic mucosa tissue female adult 73 years	intestine
colonic mucosa tissue female child 16 years	large intestine
common myeloid progenitor; CD34-positive donor ENCDO908ZKJ	bone marrow
common myeloid progenitor; CD34-positive donor ENCDO930ZLO	bone marrow
common myeloid progenitor; CD34-positive female	bone element
common myeloid progenitor; CD34-positive female adult 27 years	bone element
common myeloid progenitor; CD34-positive female adult 33 years	bone element
common myeloid progenitor; CD34-positive female adult 50 years	bone element
common myeloid progenitor; CD34-positive male	bone element
common myeloid progenitor; CD34-positive male adult	bone marrow
common myeloid progenitor; CD34-positive male adult 23 years	bone element
common myeloid progenitor; CD34-positive male adult 36 years	bone element
common myeloid progenitor; CD34-positive male adult 37 years	bone element
common myeloid progenitor; CD34-positive male adult 42 years	bone element
common myeloid progenitor; CD34-positive male adult 43 years	bone element
common myeloid progenitor; CD34-positive male adult 49 years	bone element
coronary artery tissue female adult 51 years	heart
coronary artery tissue female adult 53 years	vasculature
CWRU1	connective tissue
D341Med	brain
D721Med	brain
Daoy	brain
dedifferentiated amniotic fluid mesenchymal stem cell male embryo 15 weeks	extraembryonic component
dermis blood vessel endothelial cell female adult donor ENCDO239AAA	epithelium
dermis blood vessel endothelial cell female adult donor ENCDO240AAA	epithelium
dermis blood vessel endothelial cell male newborn donor ENCDO241AAA	epithelium
dermis blood vessel endothelial cell male newborn donor ENCDO244AAA	epithelium
dermis microvascular lymphatic vessel endothelial cell female	epithelium
dermis microvascular lymphatic vessel endothelial cell male	epithelium
DND-41	bodily fluid
DOHH2	
dorsolateral prefrontal cortex tissue female adult 74 years with Alzheimer's disease	brain
dorsolateral prefrontal cortex tissue female adult 78 years	brain
dorsolateral prefrontal cortex tissue female adult 79 years	brain
dorsolateral prefrontal cortex tissue female adult 81 years with Alzheimer's disease	brain
dorsolateral prefrontal cortex tissue female adult 81 years with Cognitive impairment	brain
dorsolateral prefrontal cortex tissue female adult 82 years	brain
dorsolateral prefrontal cortex tissue female adult 83 years	brain
dorsolateral prefrontal cortex tissue female adult 83 years with mild cognitive impairment	brain
dorsolateral prefrontal cortex tissue female adult 84 years	brain
dorsolateral prefrontal cortex tissue female adult 85 years with Alzheimer's disease	brain
dorsolateral prefrontal cortex tissue female adult 86 years with Alzheimer's disease	brain
dorsolateral prefrontal cortex tissue female adult 86 years with Cognitive impairment	brain
dorsolateral prefrontal cortex tissue female adult 87 years donor ENCDO423GGP	brain
dorsolateral prefrontal cortex tissue female adult 87 years donor ENCDO640RUC	brain
dorsolateral prefrontal cortex tissue female adult 87 years with Cognitive impairment; Alzheimer's disease	brain
dorsolateral prefrontal cortex tissue female adult 87 years with mild cognitive impairment	brain
dorsolateral prefrontal cortex tissue female adult 88 years	brain
dorsolateral prefrontal cortex tissue female adult 88 years with Alzheimer's disease	brain
dorsolateral prefrontal cortex tissue female adult 88 years with mild cognitive impairment	brain
dorsolateral prefrontal cortex tissue female adult 89 years	brain
dorsolateral prefrontal cortex tissue female adult 89 years with Alzheimer's disease donor ENCDO830KFO	brain
dorsolateral prefrontal cortex tissue female adult 89 years with Alzheimer's disease donor ENCDO853VGZ	brain
dorsolateral prefrontal cortex tissue female adult 90 or above years donor ENCDO006DAA	brain
dorsolateral prefrontal cortex tissue female adult 90 or above years donor ENCDO101GPB	brain
dorsolateral prefrontal cortex tissue female adult 90 or above years donor ENCDO218FFZ	brain
dorsolateral prefrontal cortex tissue female adult 90 or above years donor ENCDO250PFZ	brain
dorsolateral prefrontal cortex tissue female adult 90 or above years with Alzheimer's disease donor ENCDO201EUI	brain
dorsolateral prefrontal cortex tissue female adult 90 or above years with Alzheimer's disease donor ENCDO637GUS	brain
dorsolateral prefrontal cortex tissue female adult 90 or above years with Alzheimer's disease donor ENCDO847KYQ	brain
dorsolateral prefrontal cortex tissue female adult 90 or above years with Alzheimer's disease donor ENCDO865EMM	brain
dorsolateral prefrontal cortex tissue female adult 90 or above years with Cognitive impairment; Alzheimer's disease	brain
dorsolateral prefrontal cortex tissue female adult 90 or above years with Cognitive impairment donor ENCDO359XWR	brain
dorsolateral prefrontal cortex tissue female adult 90 or above years with Cognitive impairment donor ENCDO448YMQ	brain
dorsolateral prefrontal cortex tissue female adult 90 or above years with mild cognitive impairment donor ENCDO033BMB	brain
dorsolateral prefrontal cortex tissue female adult 90 or above years with mild cognitive impairment donor ENCDO153NUY	brain
dorsolateral prefrontal cortex tissue female adult 90 or above years with mild cognitive impairment donor ENCDO471EKG	brain
dorsolateral prefrontal cortex tissue female adult 90 or above years with mild cognitive impairment donor ENCDO634UMA	brain
dorsolateral prefrontal cortex tissue female adult 90 or above years with mild cognitive impairment donor ENCDO660TGP	brain
dorsolateral prefrontal cortex tissue female adult 90 or above years with mild cognitive impairment donor ENCDO672KST	brain
dorsolateral prefrontal cortex tissue female adult 90 or above years with mild cognitive impairment donor ENCDO739EFE	brain
dorsolateral prefrontal cortex tissue female adult 90 or above years with mild cognitive impairment donor ENCDO915WZE	brain
dorsolateral prefrontal cortex tissue male adult 71 years	brain
dorsolateral prefrontal cortex tissue male adult 78 years	brain
dorsolateral prefrontal cortex tissue male adult 82 years	brain
dorsolateral prefrontal cortex tissue male adult 83 years donor ENCDO592ZWW	brain
dorsolateral prefrontal cortex tissue male adult 83 years donor ENCDO736YJH	brain
dorsolateral prefrontal cortex tissue male adult 84 years	brain
dorsolateral prefrontal cortex tissue male adult 86 years	brain
dorsolateral prefrontal cortex tissue male adult 87 years	brain
dorsolateral prefrontal cortex tissue male adult 87 years with Cognitive impairment; Alzheimer's disease	brain
dorsolateral prefrontal cortex tissue male adult 89 years with mild cognitive impairment	brain
dorsolateral prefrontal cortex tissue male adult 90 or above years with mild cognitive impairment	brain
duodenal mucosa tissue male adult 59 years	intestine
duodenal mucosa tissue male adult 76 years	intestine
ecto neural progenitor cell originated from H9	ESC derived
ectodermal cell originated from HUES64	embryo
effector CD4-positive; alpha-beta T cell female adult 25 years	blood
effector CD4-positive; alpha-beta T cell male adult 56 years	blood
effector memory CD4-positive; alpha-beta T cell	bodily fluid
effector memory CD4-positive; alpha-beta T cell female adult 25 years	blood
effector memory CD4-positive; alpha-beta T cell male adult 24 years	blood
effector memory CD4-positive; alpha-beta T cell male adult 38 years treated with 50 U/mL Interleukin-2 for 16 hours	blood
effector memory CD4-positive; alpha-beta T cell male adult 38 years treated with anti-CD3 and anti-CD28 coated beads for 16 hours; 50 U/mL Interleukin-2 for 16 hours	blood
effector memory CD4-positive; alpha-beta T cell male adult 42 years treated with 50 U/mL Interleukin-2 for 16 hours	blood
effector memory CD4-positive; alpha-beta T cell male adult 56 years	blood
EH	penis
EL	penis
ELF-1	embryo
ELR	penis
embryonic facial prominence tissue embryo 53 days and embryo 58 days	embryo
endocrine pancreas tissue adult 59 years	pancreas
endocrine pancreas tissue male adult 45 years	pancreas
endocrine pancreas tissue male adult 46 years	pancreas
endodermal cell	embryo
endodermal cell originated from endodermal cell	embryo
endodermal cell originated from HUES64	embryo
endothelial cell of umbilical vein male newborn donor ENCDO342AAA	extraembryonic component
endothelial cell of umbilical vein male newborn donor ENCDO551FXN	placenta
endothelial cell of umbilical vein newborn	epithelium
epidermal melanocyte	epithelium
epithelial cell of esophagus	esophagus
epithelial cell of prostate	epithelium
epithelial cell of prostate male	epithelium
epithelial cell of proximal tubule	epithelium
esophagus muscularis mucosa tissue female adult 51 years	musculature of body
esophagus muscularis mucosa tissue female adult 53 years	esophagus
esophagus muscularis mucosa tissue male adult 37 years	esophagus
esophagus muscularis mucosa tissue male adult 54 years	esophagus
esophagus squamous epithelium tissue female adult 51 years	epithelium
esophagus squamous epithelium tissue female adult 53 years	epithelium
esophagus squamous epithelium tissue male adult 37 years	esophagus
esophagus squamous epithelium tissue male adult 54 years	epithelium
esophagus tissue female adult 30 years	esophagus
esophagus tissue male adult 34 years	esophagus
excitatory neuron	
eye tissue embryo 56 days and male embryo 76 days	eye
eye tissue female embryo 76 days	eye
femur tissue female embryo 98 days	skeleton
fibroblast of breast female adult 17 years	breast
fibroblast of breast female adult 26 years	breast
fibroblast of dermis	skin of body
fibroblast of dermis female adult	connective tissue
fibroblast of dermis NONE and female adult	skin of body
fibroblast of gingiva	mouth
fibroblast of lung	lung
fibroblast of lung female child 11 years and male adult 45 years donor ENCDO156MSV	lung
fibroblast of lung female child 11 years and male adult 45 years donor ENCDO269AAA	lung
fibroblast of lung male adult 45 years	lung
fibroblast of mammary gland female	connective tissue
fibroblast of peridontal ligament male	mouth
fibroblast of pulmonary artery	vasculature
fibroblast of skin of abdomen male embryo 97 days	connective tissue
fibroblast of skin of back male embryo 97 days	connective tissue
fibroblast of skin of left quadriceps male embryo 97 days	skin of body
fibroblast of skin of right biceps male embryo 97 days	skin of body
fibroblast of skin of right quadriceps male embryo 97 days	skin of body
fibroblast of skin of scalp male embryo 97 days	skin of body
fibroblast of the aortic adventitia female	vasculature
fibroblast of the conjunctiva	eye
fibroblast of upper back skin male embryo 97 days	connective tissue
fibroblast of villous mesenchyme	extraembryonic component
forelimb muscle tissue female embryo 108 days	musculature of body
foreskin fibroblast male newborn donor ENCDO047TBB	skin of body
foreskin fibroblast male newborn donor ENCDO191CQJ	skin of body
foreskin fibroblast male newborn donor ENCDO232AAA	skin of body
foreskin fibroblast male newborn donor ENCDO666YUN	skin of body
foreskin fibroblast male newborn donor ENCDO686OPO	skin of body
foreskin keratinocyte male newborn donor ENCDO047TBB	skin of body
foreskin keratinocyte male newborn donor ENCDO666YUN	skin of body
foreskin keratinocyte male newborn donor ENCDO686OPO	skin of body
foreskin melanocyte male newborn donor ENCDO047TBB	penis
foreskin melanocyte male newborn donor ENCDO666YUN	penis
foreskin melanocyte male newborn donor ENCDO686OPO	penis
frontal cortex tissue female adult 67 years and female adult 80 years	brain
frontal cortex tissue male adult 27 years and male adult 35 years	brain
G401	kidney
gamma-delta T cell female adult 33 years treated with 50 U/mL Interleukin-2 for 16 hours	blood
gamma-delta T cell female adult 33 years treated with anti-CD3 and anti-CD28 coated beads for 16 hours; 50 U/mL Interleukin-2 for 16 hours	blood
gastrocnemius medialis tissue female adult 51 years	musculature of body
gastrocnemius medialis tissue female adult 53 years	musculature of body
gastrocnemius medialis tissue male adult 37 years	musculature of body
gastrocnemius medialis tissue male adult 54 years	musculature of body
gastroesophageal sphincter tissue female adult 51 years	musculature of body
gastroesophageal sphincter tissue female adult 53 years	stomach
gastroesophageal sphincter tissue male adult 37 years	musculature of body
gastroesophageal sphincter tissue male adult 54 years	stomach
germinal center tissue	lymphoid tissue
germinal matrix tissue male embryo 20 weeks donor ENCDO026HUZ	brain
germinal matrix tissue male embryo 20 weeks donor ENCDO463PIS	brain
globus pallidus tissue male adult 78 years and male adult 84 years	brain
glomerular endothelial cell	epithelium
glomerular visceral epithelial cell child 3 years	epithelium
GM03348	connective tissue
GM03348 genetically modified using transduction	connective tissue
GM03348 genetically modified using transduction treated with 3 ?g/mL doxycycline for 10 days	connective tissue
GM04503	connective tissue
GM04504	connective tissue
GM06990	bodily fluid
GM08714	bodily fluid
GM10248	blood
GM10266	blood
GM12801	bodily fluid
GM12864	bodily fluid
GM12865	bodily fluid
GM12872	bodily fluid
GM12873	bodily fluid
GM12874	bodily fluid
GM12875	bodily fluid
GM12878	bodily fluid
GM12891	blood
GM12892	blood
GM13976	blood
GM13977	blood
GM18507	lymphoid tissue
GM19238	blood
GM19239	blood
GM19240	blood
GM20000	blood
GM23248	limb
GM23338	skin of body
GM23338 originated from GM23248	skin of body
H1	embryo
H4	epithelium
H54	brain
H7	embryo
H9	embryo
H9 G1 phase genetically modified using stable transfection	embryo
H9 G1b phase genetically modified using stable transfection	embryo
H9 G2 phase genetically modified using stable transfection	embryo
H9 genetically modified using stable transfection	embryo
H9 originated from H9	embryo
H9 S1 phase genetically modified using stable transfection	embryo
HAP-1	bone marrow
HCEC 1CT	large intestine
HCT116	intestine
head of caudate nucleus tissue female adult 77 years	brain
head of caudate nucleus tissue female adult 78 years	brain
head of caudate nucleus tissue female adult 78 years with mild cognitive impairment	brain
head of caudate nucleus tissue female adult 81 years with Alzheimer's disease	brain
head of caudate nucleus tissue female adult 82 years donor ENCDO165PNJ	brain
head of caudate nucleus tissue female adult 82 years donor ENCDO290OPS	brain
head of caudate nucleus tissue female adult 82 years donor ENCDO377QXX	brain
head of caudate nucleus tissue female adult 83 years	brain
head of caudate nucleus tissue female adult 83 years with mild cognitive impairment	brain
head of caudate nucleus tissue female adult 86 years with Cognitive impairment	brain
head of caudate nucleus tissue female adult 87 years	brain
head of caudate nucleus tissue female adult 87 years with Cognitive impairment; Alzheimer's disease	brain
head of caudate nucleus tissue female adult 87 years with mild cognitive impairment	brain
head of caudate nucleus tissue female adult 88 years	brain
head of caudate nucleus tissue female adult 89 years	brain
head of caudate nucleus tissue female adult 89 years with Alzheimer's disease donor ENCDO830KFO	brain
head of caudate nucleus tissue female adult 89 years with Alzheimer's disease donor ENCDO853VGZ	brain
head of caudate nucleus tissue female adult 89 years with mild cognitive impairment	brain
head of caudate nucleus tissue female adult 90 or above years donor ENCDO006DAA	brain
head of caudate nucleus tissue female adult 90 or above years donor ENCDO081AHA	brain
head of caudate nucleus tissue female adult 90 or above years donor ENCDO218FFZ	brain
head of caudate nucleus tissue female adult 90 or above years donor ENCDO980GMJ	brain
head of caudate nucleus tissue female adult 90 or above years with Alzheimer's disease donor ENCDO470GFA	brain
head of caudate nucleus tissue female adult 90 or above years with Alzheimer's disease donor ENCDO473TSU	brain
head of caudate nucleus tissue female adult 90 or above years with Alzheimer's disease donor ENCDO597SRH	brain
head of caudate nucleus tissue female adult 90 or above years with Alzheimer's disease donor ENCDO658JXQ	brain
head of caudate nucleus tissue female adult 90 or above years with Alzheimer's disease donor ENCDO680UUE	brain
head of caudate nucleus tissue female adult 90 or above years with Alzheimer's disease donor ENCDO730UYW	brain
head of caudate nucleus tissue female adult 90 or above years with Cognitive impairment; Alzheimer's disease	brain
head of caudate nucleus tissue female adult 90 or above years with Cognitive impairment donor ENCDO359XWR	brain
head of caudate nucleus tissue female adult 90 or above years with Cognitive impairment donor ENCDO448YMQ	brain
head of caudate nucleus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO033BMB	brain
head of caudate nucleus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO153NUY	brain
head of caudate nucleus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO183VJV	brain
head of caudate nucleus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO204VNL	brain
head of caudate nucleus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO305GYI	brain
head of caudate nucleus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO394ZHU	brain
head of caudate nucleus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO539ZHT	brain
head of caudate nucleus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO557QXE	brain
head of caudate nucleus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO634UMA	brain
head of caudate nucleus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO660TGP	brain
head of caudate nucleus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO672KST	brain
head of caudate nucleus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO746DTM	brain
head of caudate nucleus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO853KFT	brain
head of caudate nucleus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO880FAU	brain
head of caudate nucleus tissue female adult 90 or above years with mild cognitive impairment donor ENCDO915WZE	brain
head of caudate nucleus tissue male adult 71 years	brain
head of caudate nucleus tissue male adult 73 years with Cognitive impairment; Alzheimer's disease	brain
head of caudate nucleus tissue male adult 78 years	brain
head of caudate nucleus tissue male adult 80 years with Cognitive impairment; Alzheimer's disease	brain
head of caudate nucleus tissue male adult 82 years	brain
head of caudate nucleus tissue male adult 83 years	brain
head of caudate nucleus tissue male adult 84 years with Cognitive impairment; Alzheimer's disease	brain
head of caudate nucleus tissue male adult 84 years with mild cognitive impairment	brain
head of caudate nucleus tissue male adult 85 years	brain
head of caudate nucleus tissue male adult 86 years donor ENCDO022VWV	brain
head of caudate nucleus tissue male adult 86 years donor ENCDO666UNK	brain
head of caudate nucleus tissue male adult 87 years donor ENCDO123QRW	brain
head of caudate nucleus tissue male adult 87 years donor ENCDO203ASI	brain
head of caudate nucleus tissue male adult 87 years with Alzheimer's disease	brain
head of caudate nucleus tissue male adult 87 years with Cognitive impairment; Alzheimer's disease	brain
head of caudate nucleus tissue male adult 89 years with mild cognitive impairment	brain
head of caudate nucleus tissue male adult 90 or above years	brain
head of caudate nucleus tissue male adult 90 or above years with mild cognitive impairment donor ENCDO283GDX	brain
head of caudate nucleus tissue male adult 90 or above years with mild cognitive impairment donor ENCDO877NVF	brain
heart left ventricle tissue female adult 46 years	heart
heart left ventricle tissue female adult 51 years	heart
heart left ventricle tissue female adult 53 years	heart
heart left ventricle tissue female adult 56 years	heart
heart left ventricle tissue female adult 59 years	heart
heart left ventricle tissue female embryo 101 days and female embryo 103 days	heart
heart left ventricle tissue female embryo 136 days	heart
heart left ventricle tissue male adult 34 years	heart
heart left ventricle tissue male adult 40 years	heart
heart left ventricle tissue male adult 43 years	heart
heart left ventricle tissue male adult 54 years	heart
heart left ventricle tissue male adult 69 years	heart
heart left ventricle tissue male child 3 years	heart
heart right ventricle tissue female adult 46 years	heart
heart right ventricle tissue female adult 56 years	heart
heart right ventricle tissue female embryo 101 days and female embryo 103 days	heart
heart right ventricle tissue male adult 34 years	heart
heart right ventricle tissue male adult 40 years	heart
heart right ventricle tissue male adult 43 years	heart
heart right ventricle tissue male adult 54 years	heart
heart right ventricle tissue male adult 55 years	heart
heart right ventricle tissue male adult 61 years	heart
heart right ventricle tissue male adult 66 years	heart
heart right ventricle tissue male adult 69 years	heart
heart right ventricle tissue male child 3 years	heart
heart tissue embryo 101 days	heart
heart tissue embryo 59 days and female embryo 76 days	heart
heart tissue embryo 80 days	heart
heart tissue embryo 96 days	heart
heart tissue female embryo 103 days	heart
heart tissue female embryo 105 days	heart
heart tissue female embryo 110 days	heart
heart tissue female embryo 116 days and female embryo 98 days	heart
heart tissue female embryo 117 days	heart
heart tissue female embryo 147 days	heart
heart tissue female embryo 91 days	heart
heart tissue male adult 27 years and male adult 35 years	heart
heart tissue male child 3 years	heart
heart tissue male embryo 105 days	heart
heart tissue male embryo 110 days	heart
heart tissue male embryo 120 days	heart
heart tissue male embryo 72 days and male embryo 76 days	heart
heart tissue male embryo 91 days	heart
heart tissue male embryo 96 days	heart
HEK293	epithelium
HEK293T	epithelium
HeLa-S3	epithelium
HeLa-S3 G1b phase	epithelium
HeLa-S3 treated with interferon alpha for 4 hours	uterus
hematopoietic multipotent progenitor cell donor ENCDO116AAA	blood
hematopoietic multipotent progenitor cell donor ENCDO579CCQ	blood
hematopoietic multipotent progenitor cell donor ENCDO937OUY	blood
hematopoietic multipotent progenitor cell treated with erythropoietin for 20 days; hydrocortisone succinate for 20 days; kit ligand for 20 days; interleukin-3 for 20 days	blood
hematopoietic multipotent progenitor cell treated with interleukin-3 for 11 days; kit ligand for 11 days; hydrocortisone succinate for 11 days; erythropoietin for 11 days	blood
hematopoietic multipotent progenitor cell treated with interleukin-3 for 13 days; kit ligand for 13 days; hydrocortisone succinate for 13 days; erythropoietin for 13 days	blood
hematopoietic multipotent progenitor cell treated with interleukin-3 for 15 days; kit ligand for 15 days; hydrocortisone succinate for 15 days; erythropoietin for 15 days	blood
hematopoietic multipotent progenitor cell treated with interleukin-3 for 17 days; kit ligand for 17 days; hydrocortisone succinate for 17 days; erythropoietin for 17 days	blood
hematopoietic multipotent progenitor cell treated with interleukin-3 for 18 days; kit ligand for 18 days; hydrocortisone succinate for 18 days; erythropoietin for 18 days	blood
hematopoietic multipotent progenitor cell treated with interleukin-3 for 4 days; kit ligand for 4 days; hydrocortisone succinate for 4 days; erythropoietin for 4 days	blood
hematopoietic multipotent progenitor cell treated with interleukin-3 for 6 days; kit ligand for 6 days; hydrocortisone succinate for 6 days; erythropoietin for 6 days	blood
hematopoietic multipotent progenitor cell treated with interleukin-3 for 8 days; kit ligand for 8 days; hydrocortisone succinate for 8 days; erythropoietin for 8 days	blood
hepatic stellate cell female adult 59 years	endocrine gland
hepatocyte	epithelium
hepatocyte originated from H9	epithelium
HepG2	endocrine gland
HFF-Myc originated from foreskin fibroblast	penis
HFFc6	connective tissue
hindlimb muscle tissue male embryo 120 days	musculature of body
HK-2	epithelium
HL-60	bodily fluid
HPDE6-E6E7	pancreas
HS-27A	epithelium
HS-5	bone marrow
HT-29	large intestine
HT1080	epithelium
HTR-8/SVneo	extraembryonic component
HUES48	embryo
HUES6	embryo
HUES64	embryo
HuH-7	epithelium
HuH-7.5	epithelium
IgD-negative memory B cell	bodily fluid
IgD-negative memory B cell originated from IgD-negative memory B cell	bodily fluid
immature natural killer cell donor ENCDO157PKH	bone marrow
immature natural killer cell donor ENCDO187BUH	bone marrow
immature natural killer cell donor ENCDO258PRN	bone marrow
immature natural killer cell donor ENCDO553CCA	bone marrow
immature natural killer cell donor ENCDO836ICQ	bone marrow
immature natural killer cell donor ENCDO922TOC	bone marrow
immature natural killer cell donor ENCDO976NED	bone marrow
IMR-90	lung
inferior parietal cortex tissue male adult 84 years	brain
inflammatory macrophage male adult 21 years and male adult 40 years	
inflammatory macrophage male adult 21 years and male adult 40 years; treated with lipopolysaccharide for 1 hour	
inflammatory macrophage male adult 21 years treated with lipopolysaccharide for 4 hours	
iPS-11a	skin of body
iPS-15b	skin of body
iPS-18a	skin of body
iPS-18c	skin of body
iPS-20b	skin of body
iPS-NIHi11 originated from AG20443	skin of body
iPS-NIHi7 originated from AG08395	skin of body
iPS DF 19.11	skin of body
iPS DF 19.7	penis
iPS DF 4.7	penis
iPS DF 6.9	penis
iris pigment epithelial cell	epithelium
Ishikawa treated with 0.02% dimethyl sulfoxide for 1 hour	uterus
Ishikawa treated with 10 nM 17?-estradiol for 30 minutes	uterus
Ishikawa treated with 600 nM afimoxifene for 30 minutes	uterus
islet precursor cell	pancreas
Jurkat; Clone E6-1	bodily fluid
K562	bodily fluid
K562 G1 phase	blood
K562 G2 phase	blood
K562 treated with 0.05% dimethyl sulfoxide for 72 hours	blood
K562 treated with 1 ?M vorinostat for 72 hours	blood
K562 treated with 500 ?M sodium butyrate for 72 hours	blood
Karpas-422	bodily fluid
KBM-7	bone marrow
keratinocyte female donor ENCDO268AAA	skin of body
keratinocyte female donor ENCDO302AAA	epithelium
kidney capillary endothelial cell female embryo 113 days	epithelium
kidney epithelial cell	epithelium
kidney glomerular epithelial cell male adult 43 years and male adult 62 years	epithelium
kidney tissue embryo 59 days and female embryo 59 days	kidney
kidney tissue embryo 80 days	kidney
kidney tissue female adult 47 years	kidney
kidney tissue female embryo 105 days donor ENCDO718LHH	kidney
kidney tissue female embryo 105 days donor ENCDO863KZW	kidney
kidney tissue female embryo 108 days	kidney
kidney tissue female embryo 113 days	kidney
kidney tissue female embryo 120 days	kidney
kidney tissue female embryo 121 days	kidney
kidney tissue female embryo 76 days and male embryo 76 days	kidney
kidney tissue female embryo 85 days	kidney
kidney tissue male adult 22 years and male adult 27 years and male adult 35 years	kidney
kidney tissue male adult 50 years	kidney
kidney tissue male adult 67 years	kidney
